iter	Passed	Remaining
228	1218	4101
229	1223	4097
230	1230	4096
231	1236	4092
232	1241	4088
233	1248	4086
234	1253	4081
235	1258	4074
236	1264	4072
237	1270	4067
238	1275	4062
239	1281	4058
240	1287	4053
241	1293	4051
242	1296	4039
243	1302	4034
244	1305	4024
245	1311	4020
246	1316	4012
247	1321	4008
248	1328	4005
249	1333	4000
250	1338	3994
251	1344	3992
252	1350	3987
253	1357	3985
254	1362	3980
255	1368	3976
256	1374	3974
257	1379	3966
258	1383	3959
259	1389	3955
260	1395	3952
261	1400	3944
262	1404	3934
263	1408	3927
264	1414	3923
265	1420	3919
266	1427	3917
267	1433	3914
268	1440	3915
269	1447	3913
270	1454	3912
271	1460	3909
272	1468	3911
273	1476	3912
274	1480	3903
275	1487	3901
276	1493	3898
277	1497	3889
278	1503	3886
279	1510	3882
280	1516	3880
281	1523	3878
282	1528	3873
283	1535	3870
284	1541	3866
285	1548	3866
286	1555	3864
287	1561	3861
288	1567	3856
289	1573	3852
290	1580	3850
291	1586	3847
292	1592	3843
293	1598	3838
294	1604	3833
295	1609	3828
296	1616	3826
297	1621	3819
298	1626	3814
299	1633	3811
300	1639	3806
301	1642	3796
302	1649	3793
303	1653	3786
304	1658	3780
305	1665	3776
306	1670	3771
307	1674	3762
308	1681	3760
309	1686	3753
310	1690	3746
311	1696	3741
312	1702	3736
313	1707	3730
314	1714	3727
315	1719	3722
316	1725	3716
317	1731	3713
318	1737	3709
319	1742	3703
320	1749	3700
321	1755	3695
322	1761	3692
323	1767	3687
324	1773	3682
325	1779	3679
326	1785	3674
327	1791	3669
328	1796	3663
329	1801	3657
330	1807	3653
331	1813	3648
332	1818	3642
333	1824	3637
334	1830	3632
335	1835	3626
336	1841	3623
337	1847	3617
338	1852	3612
339	1858	3607
340	1864	3602
341	1869	3596
342	1875	3592
343	1881	3587
344	1886	3582
345	1892	3577
346	1898	3571
347	1903	3566
348	1909	3561
349	1914	3556
350	1920	3551
351	1926	3547
352	1932	3542
353	1939	3538
354	1944	3533
355	1950	3527
356	1956	3524
357	1963	3520
358	1968	3515
359	1975	3511
360	1980	3506
361	1986	3500
362	1992	3495
363	1997	3490
364	2005	3488
365	2010	3482
366	2017	3480
367	2023	3475
368	2030	3471
369	2036	3467
370	2042	3462
371	2048	3458
372	2055	3454
373	2061	3449
374	2068	3447
375	2075	3443
376	2081	3439
377	2086	3433
378	2092	3428
379	2098	3424
380	2105	3420
381	2111	3415
382	2118	3412
383	2124	3408
384	2131	3404
385	2138	3401
386	2144	3396
387	2150	3392
388	2156	3387
389	2163	3383
390	2170	3379
391	2176	3375
392	2183	3372
393	2189	3367
394	2195	3362
395	2202	3359
396	2208	3354
397	2216	3352
398	2221	3346
399	2227	3341
400	2234	3338
401	2240	3333
402	2247	3329
403	2253	3324
404	2260	3320
405	2267	3317
406	2273	3311
407	2279	3306
408	2284	3301
409	2291	3296
410	2298	3294
411	2304	3289
412	2311	3285
413	2318	3281
414	2324	3276
415	2330	3272
416	2337	3267
417	2344	3263
418	2350	3259
419	2356	3254
420	2363	3250
421	2369	3244
422	2375	3239
423	2381	3234
424	2387	3229
425	2394	3226
426	2400	3221
427	2407	3216
428	2413	3212
429	2419	3207
430	2426	3203
431	2432	3198
432	2439	3193
433	2445	3189
434	2451	3184
435	2458	3179
436	2463	3174
437	2470	3169
438	2476	3164
439	2482	3159
440	2488	3154
441	2494	3149
442	2500	3144
443	2507	3139
444	2513	3134
445	2519	3129
446	2526	3125
447	2532	3120
448	2538	3115
449	2544	3110
450	2550	3104
451	2556	3099
452	2562	3093
453	2567	3088
454	2573	3082
455	2579	3076
456	2584	3071
457	2591	3066
458	2596	3060
459	2602	3055
460	2608	3050
461	2614	3044
462	2620	3039
463	2626	3033
464	2631	3028
465	2638	3023
466	2643	3017
467	2650	3012
468	2655	3006
469	2661	3001
470	2667	2996
471	2673	2990
472	2678	2984
473	2684	2979
474	2690	2973
475	2695	2967
476	2701	2962
477	2707	2956
478	2713	2951
479	2719	2946
480	2725	2940
481	2731	2934
482	2736	2929
483	2742	2923
484	2749	2919
485	2754	2913
486	2760	2907
487	2765	2901
488	2770	2895
489	2776	2889
490	2782	2884
491	2788	2879
492	2794	2873
493	2800	2868
494	2806	2863
495	2812	2858
496	2818	2852
497	2824	2846
498	2830	2841
499	2835	2835
500	2841	2830
501	2847	2824
502	2853	2819
503	2859	2813
504	2864	2807
505	2869	2801
506	2874	2795
507	2880	2790
508	2886	2784
509	2891	2778
510	2898	2773
511	2903	2767
512	2909	2762
513	2915	2756
514	2921	2750
515	2927	2746
516	2933	2740
517	2939	2735
518	2945	2729
519	2951	2724
520	2956	2718
521	2962	2712
522	2967	2706
523	2973	2701
524	2979	2696
525	2985	2690
526	2992	2685
527	2998	2680
528	3005	2675
529	3012	2671
530	3017	2665
531	3023	2660
532	3031	2655
533	3037	2650
534	3043	2645
535	3048	2639
536	3055	2634
537	3060	2628
538	3066	2622
539	3073	2617
540	3078	2612
541	3084	2606
542	3091	2601
543	3096	2595
544	3102	2590
545	3108	2585
546	3114	2579
547	3120	2574
548	3126	2568
549	3132	2562
550	3138	2557
551	3143	2551
552	3149	2545
553	3155	2540
554	3160	2533
555	3165	2527
556	3171	2522
557	3177	2516
558	3183	2511
559	3188	2505
560	3194	2499
561	3200	2494
562	3206	2488
563	3211	2482
564	3218	2477
565	3224	2472
566	3230	2466
567	3236	2461
568	3242	2455
569	3248	2450
570	3253	2444
571	3259	2438
572	3265	2433
573	3271	2428
574	3277	2422
575	3284	2417
576	3289	2411
577	3295	2405
578	3301	2400
579	3306	2394
580	3312	2389
581	3319	2383
582	3324	2377
583	3331	2373
584	3337	2367
585	3343	2361
586	3348	2356
587	3354	2350
588	3360	2344
589	3367	2339
590	3373	2334
591	3379	2329
592	3385	2323
593	3392	2318
594	3398	2313
595	3404	2308
596	3411	2302
597	3418	2297
598	3424	2292
599	3431	2287
600	3437	2282
601	3443	2276
602	3449	2271
603	3455	2265
604	3462	2260
605	3468	2255
606	3475	2250
607	3481	2244
608	3488	2239
609	3495	2234
610	3501	2229
611	3508	2224
612	3515	2219
613	3522	2214
614	3530	2209
615	3537	2204
616	3543	2199
617	3549	2193
618	3555	2188
619	3562	2183
620	3569	2178
621	3576	2173
622	3583	2168
623	3593	2165
624	3600	2160
625	3611	2157
626	3619	2153
627	3627	2149
628	3635	2144
629	3641	2138
630	3649	2134
631	3656	2129
632	3663	2124
633	3671	2119
634	3677	2113
635	3684	2108
636	3690	2103
637	3698	2098
638	3705	2093
639	3712	2088
640	3719	2083
641	3726	2077
642	3732	2072
643	3737	2066
644	3743	2060
645	3749	2054
646	3756	2049
647	3762	2043
648	3769	2038
649	3775	2032
650	3781	2027
651	3788	2021
652	3794	2016
653	3801	2010
654	3807	2005
655	3813	1999
656	3820	1994
657	3825	1988
658	3831	1982
659	3837	1976
660	3843	1971
661	3850	1965
662	3856	1959
663	3862	1954
664	3869	1949
665	3874	1943
666	3881	1937
667	3887	1931
668	3893	1926
669	3899	1920
670	3905	1915
671	3911	1909
672	3918	1904
673	3924	1898
674	3930	1892
675	3936	1886
676	3942	1881
677	3949	1875
678	3955	1869
679	3962	1864
680	3968	1858
681	3974	1853
682	3981	1847
683	3987	1842
684	3995	1837
685	4001	1831
686	4009	1826
687	4017	1821
688	4024	1816
689	4031	1811
690	4036	1805
691	4043	1799
692	4050	1794
693	4056	1788
694	4062	1782
695	4067	1776
696	4074	1771
697	4081	1765
698	4087	1760
699	4093	1754
700	4099	1748
701	4105	1742
702	4112	1737
703	4117	1731
704	4124	1725
705	4130	1719
706	4136	1714
707	4142	1708
708	4148	1702
709	4154	1696
710	4161	1691
711	4167	1685
712	4173	1679
713	4179	1674
714	4185	1668
715	4192	1662
716	4198	1657
717	4205	1651
718	4211	1645
719	4217	1639
720	4222	1634
721	4228	1628
722	4234	1622
723	4241	1616
724	4246	1610
725	4253	1605
726	4259	1599
727	4265	1593
728	4272	1588
729	4278	1582
730	4284	1576
731	4290	1571
732	4297	1565
733	4303	1559
734	4309	1553
735	4315	1548
736	4321	1542
737	4327	1536
738	4332	1530
739	4339	1524
740	4344	1518
741	4351	1512
742	4356	1507
743	4362	1501
744	4369	1495
745	4374	1489
746	4380	1483
747	4386	1477
748	4392	1471
749	4397	1465
750	4403	1460
751	4409	1454
752	4415	1448
753	4420	1442
754	4426	1436
755	4432	1430
756	4438	1424
757	4443	1418
758	4450	1413
759	4456	1407
760	4462	1401
761	4468	1395
762	4473	1389
763	4479	1383
764	4485	1377
765	4491	1372
766	4498	1366
767	4504	1360
768	4510	1354
769	4515	1348
770	4520	1342
771	4526	1336
772	4533	1331
773	4538	1325
774	4544	1319
775	4550	1313
776	4556	1307
777	4563	1302
778	4569	1296
779	4576	1290
780	4582	1284
781	4587	1278
782	4593	1273
783	4599	1267
784	4605	1261
785	4611	1255
786	4616	1249
787	4622	1243
788	4628	1237
789	4633	1231
790	4639	1225
791	4645	1220
792	4651	1214
793	4657	1208
794	4663	1202
795	4668	1196
796	4674	1190
797	4681	1184
798	4686	1179
799	4693	1173
800	4698	1167
801	4704	1161
802	4710	1155
803	4716	1149
804	4722	1144
805	4728	1138
806	4735	1132
807	4742	1126
808	4748	1121
809	4755	1115
810	4762	1109
811	4769	1104
812	4775	1098
813	4781	1092
814	4788	1086
815	4794	1081
816	4799	1075
817	4805	1069
818	4812	1063
819	4820	1058
820	4826	1052
821	4833	1046
822	4839	1040
823	4845	1035
824	4853	1029
825	4861	1024
826	4868	1018
827	4874	1012
828	4880	1006
829	4887	1001
830	4893	995
831	4901	989
832	4907	983
833	4913	977
834	4919	972
835	4925	966
836	4931	960
837	4938	954
838	4945	948
839	4952	943
840	4958	937
841	4965	931
842	4971	925
843	4977	920
844	4984	914
845	4991	908
846	4998	902
847	5004	897
848	5010	891
849	5017	885
850	5024	879
851	5032	874
852	5038	868
853	5044	862
854	5050	856
855	5056	850
856	5063	844
857	5069	838
858	5075	833
859	5081	827
860	5087	821
861	5094	815
862	5100	809
863	5106	803
864	5113	798
865	5119	792
866	5124	786
867	5131	780
868	5137	774
869	5144	768
870	5150	762
871	5156	756
872	5162	751
873	5168	745
874	5175	739
875	5181	733
876	5187	727
877	5193	721
878	5199	715
879	5205	709
880	5211	703
881	5217	698
882	5224	692
883	5230	686
884	5235	680
885	5242	674
886	5248	668
887	5254	662
888	5259	656
889	5265	650
890	5271	644
891	5277	639
892	5283	633
893	5288	627
894	5294	621
895	5299	615
896	5305	609
897	5311	603
898	5316	597
899	5323	591
900	5329	585
901	5335	579
902	5342	573
903	5348	568
904	5356	562
905	5361	556
906	5367	550
907	5373	544
908	5379	538
909	5385	532
910	5391	526
911	5396	520
912	5403	514
913	5409	508
914	5414	503
915	5421	497
916	5427	491
917	5433	485
918	5439	479
919	5444	473
920	5451	467
921	5457	461
922	5462	455
923	5469	449
924	5474	443
925	5480	437
926	5486	432
927	5491	426
928	5497	420
929	5503	414
930	5509	408
931	5515	402
932	5521	396
933	5526	390
934	5533	384
935	5539	378
936	5544	372
937	5551	366
938	5556	360
939	5562	355
940	5568	349
941	5574	343
942	5580	337
943	5585	331
944	5591	325
945	5598	319
946	5603	313
947	5609	307
948	5616	301
949	5621	295
950	5626	289
951	5633	284
952	5639	278
953	5645	272
954	5651	266
955	5657	260
956	5663	254
957	5668	248
958	5674	242
959	5679	236
960	5685	230
961	5690	224
962	5697	218
963	5702	212
964	5709	207
965	5714	201
966	5720	195
967	5726	189
968	5732	183
969	5738	177
970	5745	171
971	5750	165
972	5756	159
973	5762	153
974	5768	147
975	5773	141
976	5778	136
977	5783	130
978	5789	124
979	5796	118
980	5801	112
981	5807	106
982	5813	100
983	5818	94
984	5825	88
985	5830	82
986	5836	76
987	5842	70
988	5848	65
989	5853	59
990	5859	53
991	5865	47
992	5871	41
993	5876	35
994	5881	29
995	5888	23
996	5893	17
997	5899	11
998	5906	5
999	5911	0
