iter	Logloss
175	0.1889808165
176	0.1889807275
177	0.1889595172
178	0.1889314663
179	0.1889146281
180	0.1889129469
181	0.1888810181
182	0.1888591522
183	0.1888376749
184	0.1888173404
185	0.1888168129
186	0.1888118887
187	0.1887834954
188	0.1887555562
189	0.1887297332
190	0.1887091013
191	0.1886855796
192	0.1886670918
193	0.1886482121
194	0.1886260186
195	0.1886160414
196	0.1885947768
197	0.1885691651
198	0.1885645918
199	0.1885603354
200	0.1885488816
201	0.1885379925
202	0.1885066555
203	0.1885055728
204	0.1884795853
205	0.1884787234
206	0.1884436614
207	0.1884255137
208	0.1884144648
209	0.1884022667
210	0.1883928839
211	0.1883859964
212	0.1883752347
213	0.188365107
214	0.1883614018
215	0.1883428747
216	0.1883387481
217	0.1883182449
218	0.188315005
219	0.1882853906
220	0.1882800069
221	0.1882783029
222	0.1882706365
223	0.1882502746
224	0.1882326354
225	0.1882041778
226	0.1881789816
227	0.188163835
228	0.1881582988
229	0.1881453957
230	0.1881271891
231	0.1881032221
232	0.1880907047
233	0.1880761894
234	0.1880591396
235	0.1880392227
236	0.1880271324
237	0.1880139172
238	0.188010308
239	0.1880009586
240	0.1879678846
241	0.1879392975
242	0.1879392975
243	0.187924826
244	0.187925175
245	0.1879129731
246	0.1879071358
247	0.1878895437
248	0.187880795
249	0.1878762411
250	0.1878650918
251	0.1878541416
252	0.1878331332
253	0.1877992207
254	0.1877808805
255	0.1877728457
256	0.187761478
257	0.1877485241
258	0.1877342018
259	0.1877193631
260	0.1876955317
261	0.1876919421
262	0.1876926437
263	0.1876862572
264	0.1876739217
265	0.1876556905
266	0.1876252303
267	0.1876039485
268	0.187588154
269	0.187578529
270	0.1875586175
271	0.1875531507
272	0.18753697
273	0.187516083
274	0.18751607
275	0.1874984007
276	0.1874935447
277	0.1874911775
278	0.187470929
279	0.1874581923
280	0.1874475149
281	0.1874337179
282	0.1874251242
283	0.1874051693
284	0.1873784271
285	0.1873563035
286	0.1873444766
287	0.1873207166
288	0.1873125878
289	0.1872965156
290	0.1872822778
291	0.1872643243
292	0.1872259969
293	0.1872040276
294	0.1871887523
295	0.1871763059
296	0.1871542731
297	0.1871462729
298	0.1871355771
299	0.1871154282
300	0.1871054141
301	0.187105466
302	0.1870847465
303	0.1870774365
304	0.1870633548
305	0.1870388381
306	0.1870201631
307	0.1870099845
308	0.1869918703
309	0.1869845293
310	0.1869794143
311	0.1869598618
312	0.1869328917
313	0.1869191734
314	0.186906341
315	0.186880753
316	0.1868699298
317	0.1868577794
318	0.1868403197
319	0.1868357111
320	0.1868149787
321	0.1867966377
322	0.186776441
323	0.186752731
324	0.1867441225
325	0.1867249384
326	0.1867095605
327	0.1867042241
328	0.186693821
329	0.1866781089
330	0.1866640616
331	0.1866517011
332	0.1866353531
333	0.1866226281
334	0.1866005859
335	0.1865929899
336	0.1865772144
337	0.1865592549
338	0.1865417516
339	0.1865256783
340	0.1865176156
341	0.1864854641
342	0.1864658864
343	0.1864522249
344	0.1864363441
345	0.1864195588
346	0.1864051859
347	0.1863898374
348	0.1863825166
349	0.1863750015
350	0.1863585362
351	0.1863425292
352	0.1863248865
353	0.1863051512
354	0.1862880312
355	0.1862823712
356	0.1862650977
357	0.1862340984
358	0.1862220791
359	0.1862020752
360	0.1861881455
361	0.186170531
362	0.186152568
363	0.1861330437
364	0.1861238668
365	0.1861151917
366	0.1860985306
367	0.1860857158
368	0.1860674004
369	0.1860486144
370	0.1860184846
371	0.1860037086
372	0.1859666622
373	0.1859568329
374	0.1859473293
375	0.1859260928
376	0.185918367
377	0.1859044495
378	0.1858913497
379	0.185882951
380	0.1858679409
381	0.185839926
382	0.1858253595
383	0.1858083488
384	0.1857957403
385	0.185775667
386	0.1857574344
387	0.1857412342
388	0.1857252282
389	0.1857087235
390	0.1856903548
391	0.1856719729
392	0.1856634558
393	0.1856471897
394	0.1856237469
395	0.1856113078
396	0.185597924
397	0.1855847221
398	0.1855630232
399	0.1855392962
400	0.1855233539
401	0.1855080749
402	0.1854940817
403	0.1854849048
404	0.185459278
405	0.1854490613
406	0.1854365875
407	0.1854256278
408	0.1853971538
409	0.1853734621
410	0.1853637883
411	0.1853513528
412	0.1853290267
413	0.1853109539
414	0.1853006568
415	0.1852932924
416	0.1852669214
417	0.1852532441
418	0.1852372146
419	0.1852181282
420	0.1852070949
421	0.1851992538
422	0.1851900602
423	0.1851819707
424	0.1851687416
425	0.1851605767
426	0.1851465415
427	0.1851279632
428	0.1851195091
429	0.1851016708
430	0.1850946843
431	0.1850877099
432	0.185072091
433	0.1850562383
434	0.1850425615
435	0.1850353701
436	0.1850249347
437	0.1850094916
438	0.1849998101
439	0.1849924601
440	0.1849714383
441	0.1849571227
442	0.1849429071
443	0.1849282936
444	0.1849142217
445	0.1849016296
446	0.1848804305
447	0.1848582022
448	0.184848077
449	0.184824038
450	0.1848118045
451	0.1848003074
452	0.1847948519
453	0.1847883617
454	0.1847743611
455	0.184764859
456	0.1847584963
457	0.184744756
458	0.184731005
459	0.1847185409
460	0.1846995637
461	0.1846926926
462	0.1846862603
463	0.1846794048
464	0.1846702792
465	0.1846622045
466	0.1846372027
467	0.1846234494
468	0.1846164936
469	0.1846093623
470	0.1846015082
471	0.1845889927
472	0.1845773809
473	0.1845694749
474	0.1845618812
475	0.1845502137
476	0.1845441619
477	0.1845387973
478	0.1845345232
479	0.1845151727
480	0.1845037866
481	0.1844983467
482	0.1844726904
483	0.1844665744
484	0.1844420086
485	0.184435038
486	0.1844069158
487	0.1843962822
488	0.1843845426
489	0.1843795682
490	0.1843509406
491	0.1843328212
492	0.1843207773
493	0.1842749299
494	0.1842306405
495	0.184227198
496	0.1842200716
497	0.1842161617
498	0.1842096065
499	0.1842032196
500	0.1842001022
501	0.1841744475
502	0.1841685655
503	0.1841335923
504	0.1841102393
505	0.1841000736
506	0.1840878957
507	0.1840819382
508	0.1840401292
509	0.1840355213
510	0.1839978459
511	0.1839945073
512	0.1839759469
513	0.1839664946
514	0.1839550024
515	0.1839465885
516	0.1839229063
517	0.1839198143
518	0.1839143626
519	0.1838921603
520	0.1838893799
521	0.1838777696
522	0.1838743537
523	0.1838396489
524	0.1838008684
525	0.18379665
526	0.1837803374
527	0.1837693451
528	0.1837642569
529	0.183731772
530	0.1837154317
531	0.1836774425
532	0.1836564351
533	0.1836230158
534	0.1836067683
535	0.1835907015
536	0.1835878052
537	0.1835733358
538	0.1835519832
539	0.1835233161
540	0.1835180208
541	0.1835154879
542	0.183493746
543	0.183479984
544	0.183451913
545	0.1834159666
546	0.1833972046
547	0.1833948274
548	0.1833906876
549	0.1833797022
550	0.1833743934
551	0.1833722636
552	0.1833384332
553	0.1833220525
554	0.1832997126
555	0.1832894344
556	0.1832857229
557	0.1832608464
558	0.1832520568
559	0.1832202775
560	0.1832032811
561	0.1831873912
562	0.1831530767
563	0.1831501672
564	0.1831393672
565	0.1831052128
566	0.1830947319
567	0.1830667165
568	0.1830620179
569	0.1830569563
570	0.1830139344
571	0.1830033582
572	0.1829935134
573	0.1829909935
574	0.1829643542
575	0.1829534016
576	0.1829329178
577	0.1829303206
578	0.1829282686
579	0.1829246085
580	0.1829085286
581	0.1828755779
582	0.1828720093
583	0.1828470831
584	0.1828310474
585	0.1828150771
586	0.1828045599
587	0.1827797419
588	0.1827585968
589	0.1827274643
590	0.1827158408
591	0.1827112979
592	0.1826792595
593	0.1826557873
594	0.1826257871
595	0.1826239306
596	0.1825919934
597	0.182563629
598	0.1825411961
599	0.1825264432
600	0.1825078031
601	0.1824858769
602	0.1824601964
603	0.1824485093
604	0.1824446674
605	0.1824340976
606	0.1824310223
607	0.1823978013
608	0.1823619184
609	0.1823577122
610	0.1823242828
611	0.1823089617
612	0.1822881132
613	0.1822437523
614	0.182222639
615	0.1821896912
616	0.1821847458
617	0.1821758914
618	0.1821516525
619	0.1821347776
620	0.182115448
621	0.1821013003
622	0.1820863026
623	0.1820762785
624	0.1820665274
625	0.182035993
626	0.1820286184
627	0.1820112842
628	0.1819979547
629	0.1819871479
630	0.1819582882
631	0.1819378406
632	0.1819261559
633	0.1819190657
634	0.1819141721
635	0.1818976978
636	0.1818863375
637	0.1818652058
638	0.1818521803
639	0.181838029
640	0.181828104
641	0.1818217408
642	0.1818181851
643	0.1818096385
644	0.1818030941
645	0.1817980967
646	0.1817782686
647	0.1817613362
648	0.1817198962
649	0.1817078256
650	0.181697556
651	0.1816962305
652	0.1816946206
653	0.1816686558
654	0.1816548269
655	0.1816301214
656	0.1816190729
657	0.1816040387
658	0.1815807743
659	0.1815701694
660	0.1815481765
661	0.1815256302
662	0.1815121522
663	0.1814989102
664	0.1814892314
665	0.1814680421
666	0.1814662363
667	0.1814531099
668	0.1814488121
669	0.1814159933
670	0.1813997231
671	0.1813815612
672	0.1813671485
673	0.1813547369
674	0.1813396486
675	0.1813275737
676	0.1813136025
677	0.181301346
678	0.1812793489
679	0.1812397523
680	0.1812230895
681	0.1812002809
682	0.181190687
683	0.1811892589
684	0.1811669521
685	0.1811518466
686	0.1811346979
687	0.1811042289
688	0.1810861696
689	0.1810750043
690	0.1810382254
691	0.1810312896
692	0.1810228447
693	0.1810187032
694	0.1810075108
695	0.1809961932
696	0.180988898
697	0.1809795507
698	0.1809713074
699	0.1809609307
700	0.1809451388
701	0.1809384654
702	0.1809354924
703	0.1809241847
704	0.180889745
705	0.1808560428
706	0.1808459652
707	0.1808437439
708	0.1808239055
709	0.1807910112
710	0.180789726
711	0.1807692115
712	0.1807624088
713	0.1807414178
714	0.1807380942
715	0.1807182164
716	0.1807115559
717	0.1806789961
718	0.18067279
719	0.1806617992
720	0.1806588379
721	0.1806499464
722	0.1806225041
723	0.1806059264
724	0.1805870591
725	0.1805643094
726	0.1805424995
727	0.1805312029
728	0.1805114177
729	0.1804921523
730	0.1804826986
731	0.1804809064
732	0.1804628595
733	0.1804522394
734	0.180448696
735	0.1804423211
736	0.1804400459
737	0.1804228021
738	0.1804049084
739	0.1803858795
740	0.1803827386
741	0.1803517125
742	0.1803492084
743	0.180347533
744	0.1803418858
745	0.1803251216
746	0.1802984874
747	0.1802883014
748	0.1802819656
749	0.1802798853
750	0.18026702
751	0.1802480245
752	0.180230433
753	0.1802138008
754	0.1801970894
755	0.1801699576
756	0.1801671542
757	0.180163934
758	0.1801509755
759	0.1801484318
760	0.180120185
761	0.1801174465
762	0.1801164208
763	0.1801067614
764	0.1800939832
765	0.1800757796
766	0.1800645211
767	0.1800603279
768	0.1800577334
769	0.180031223
770	0.1800159933
771	0.1800006577
772	0.1799938248
773	0.1799917484
774	0.1799660052
775	0.1799547848
776	0.1799349459
777	0.1799206252
778	0.1799019074
779	0.1798948812
780	0.1798822705
781	0.1798763241
782	0.1798737401
783	0.1798470358
784	0.1798259818
785	0.1798173545
786	0.1798076956
787	0.1797985425
788	0.1797720601
789	0.1797534308
790	0.1797281699
791	0.1797257041
792	0.1797199662
793	0.1797146442
794	0.1797127107
795	0.179703195
796	0.1796865772
797	0.1796709844
798	0.1796651545
799	0.1796543132
800	0.1796259473
801	0.1796170159
802	0.1796099225
803	0.1796052483
804	0.1795852074
805	0.1795794277
806	0.1795566326
807	0.1795478828
808	0.1795284227
809	0.1795081294
810	0.1794919171
811	0.1794842732
812	0.1794685903
813	0.1794644617
814	0.1794569048
815	0.1794493311
816	0.1794251984
817	0.1794233687
818	0.1794068454
819	0.1794016395
820	0.1793799473
821	0.1793688834
822	0.1793639631
823	0.179360471
824	0.1793560814
825	0.1793392064
826	0.1793294675
827	0.1793208857
828	0.179302857
829	0.1792824246
830	0.1792718541
831	0.1792570799
832	0.179249825
833	0.1792332092
834	0.179222197
835	0.1792085651
836	0.1791989292
837	0.1791921559
838	0.1791889226
839	0.1791838453
840	0.1791735737
841	0.1791652893
842	0.1791607722
843	0.1791457634
844	0.1791379465
845	0.1791285199
846	0.1791144727
847	0.1791080285
848	0.1791002126
849	0.1790773252
850	0.179075132
851	0.1790684063
852	0.1790605248
853	0.1790347287
854	0.179017759
855	0.1790005212
856	0.1789983415
857	0.1789936679
858	0.1789742345
859	0.1789591891
860	0.1789545268
861	0.1789376259
862	0.1789320421
863	0.1789298349
864	0.1789169771
865	0.1789078614
866	0.178901382
867	0.178890486
868	0.1788881746
869	0.178884201
870	0.1788749469
871	0.1788576296
872	0.1788555537
873	0.1788511788
874	0.1788401688
875	0.1788330155
876	0.1788262641
877	0.1788094706
878	0.1787919159
879	0.1787834759
880	0.1787812302
881	0.1787608604
882	0.178751406
883	0.1787289479
884	0.1787118129
885	0.1787058439
886	0.178684839
887	0.1786619515
888	0.1786590162
889	0.178642008
890	0.1786338026
891	0.1786194185
892	0.1785992734
893	0.1785974956
894	0.1785839942
895	0.1785698308
896	0.1785625097
897	0.1785540179
898	0.1785511222
899	0.1785276642
900	0.1785122668
901	0.1784996063
902	0.1784905693
903	0.1784745782
904	0.1784672591
905	0.178459247
906	0.1784521825
907	0.1784496648
908	0.1784370561
909	0.1784339648
910	0.1784274687
911	0.1784201192
912	0.1784122636
913	0.1784051104
914	0.1783903108
915	0.1783829363
916	0.1783795219
917	0.1783706766
918	0.1783647775
919	0.1783601167
920	0.1783512984
921	0.1783462347
922	0.1783399751
923	0.1783204654
924	0.1783142598
925	0.1782938652
926	0.1782924249
927	0.1782906471
928	0.1782833416
929	0.1782803297
930	0.178278875
931	0.1782768952
932	0.1782696498
933	0.1782499942
934	0.1782432693
935	0.1782199145
936	0.1782127637
937	0.1782033107
938	0.1782018172
939	0.1781808246
940	0.1781691512
941	0.1781547302
942	0.1781470161
943	0.1781392788
944	0.1781271794
945	0.1781119757
946	0.1781050344
947	0.1780985017
948	0.1780963206
949	0.1780948795
950	0.1780862702
951	0.1780651866
952	0.1780586819
953	0.1780435748
954	0.1780399902
955	0.1780292899
956	0.1780131798
957	0.1779932402
958	0.177986514
959	0.17797126
960	0.1779575136
961	0.1779384444
962	0.1779276158
963	0.1779138801
964	0.1779045301
965	0.1778888363
966	0.177873565
967	0.1778552359
968	0.177841529
969	0.1778251082
970	0.1778191732
971	0.1778036467
972	0.177784173
973	0.1777646993
974	0.1777585334
975	0.1777525831
976	0.1777455316
977	0.1777388452
978	0.177722736
979	0.1777185031
980	0.1777153333
981	0.1777008192
982	0.177686317
983	0.1776805789
984	0.1776742552
985	0.1776723092
986	0.1776689576
987	0.1776557954
988	0.1776352326
989	0.1776267662
990	0.1776200398
991	0.1776121683
992	0.1775974452
993	0.1775910832
994	0.1775714932
995	0.1775575627
996	0.177548784
997	0.1775434359
998	0.1775325591
999	0.1775250765
