iter	MultiClass
123	0.8828632093
124	0.8818043694
125	0.8807713154
126	0.8796709256
127	0.8782025588
128	0.8773997271
129	0.8763377554
130	0.8754635274
131	0.8745670584
132	0.8722677433
133	0.8710592535
134	0.8691661567
135	0.8682100615
136	0.8670229104
137	0.866070693
138	0.8649664778
139	0.8639646631
140	0.8636898481
141	0.8621436811
142	0.8614088598
143	0.8605052651
144	0.8601694853
145	0.858618425
146	0.8578346452
147	0.8574257223
148	0.8553982322
149	0.8535602392
150	0.8520986358
151	0.8517621659
152	0.8493928936
153	0.8482674528
154	0.8473731759
155	0.8469538742
156	0.8456481264
157	0.8443552217
158	0.8426532577
159	0.8415185427
160	0.8407194715
161	0.8399011592
162	0.839209773
163	0.8380629321
164	0.8364703175
165	0.8354464933
166	0.8340345931
167	0.8328385013
168	0.8315912721
169	0.8299569218
170	0.8287625357
171	0.8272446216
172	0.8269490661
173	0.8252446377
174	0.8242264669
175	0.8232268705
176	0.8213972409
177	0.820239986
178	0.8193929714
179	0.8181292998
180	0.8173929524
181	0.8158333131
182	0.8150767246
183	0.8143920207
184	0.8134550497
185	0.8123746931
186	0.8118255361
187	0.8113469153
188	0.810578989
189	0.8093261324
190	0.8078894781
191	0.8065892427
192	0.8056593292
193	0.8043771815
194	0.8033811105
195	0.8024951857
196	0.8016476167
197	0.8000384566
198	0.7992340961
199	0.7980391778
200	0.7971141213
201	0.7961115732
202	0.7952777953
203	0.7936378763
204	0.7927102286
205	0.7919569526
206	0.7909334751
207	0.7894332902
208	0.788694625
209	0.7881056363
210	0.7873301084
211	0.7864656919
212	0.7850045858
213	0.7843083692
214	0.783758571
215	0.7831622263
216	0.7824217208
217	0.781544475
218	0.7797184615
219	0.7778606158
220	0.7761818491
221	0.7758780385
222	0.7749329641
223	0.774029492
224	0.7728722485
225	0.7722136964
226	0.771520131
227	0.7713215645
228	0.7697187435
229	0.7691761893
230	0.7687391724
231	0.7683082946
232	0.7673685171
233	0.7655997804
234	0.7644879825
235	0.762488716
236	0.7619780898
237	0.7615929672
238	0.7606825302
239	0.7599535785
240	0.7593142098
241	0.7581551884
242	0.7576428973
243	0.7568840912
244	0.7557013985
245	0.7550675263
246	0.754620399
247	0.7538477099
248	0.753376806
249	0.7528308424
250	0.7523364582
251	0.751824072
252	0.751154851
253	0.7505545214
254	0.7491890542
255	0.7483734671
256	0.7471147419
257	0.7459072962
258	0.7445721744
259	0.7439956736
260	0.7427424899
261	0.7420056765
262	0.7411516729
263	0.7397482038
264	0.7389923915
265	0.7375430066
266	0.7363489074
267	0.7356906698
268	0.734989249
269	0.7340346136
270	0.733558129
271	0.7324733214
272	0.7315481839
273	0.7300739303
274	0.7286684715
275	0.7274904441
276	0.7267508711
277	0.7260584581
278	0.724717136
279	0.7238801694
280	0.723114971
281	0.7229013423
282	0.7223995838
283	0.7216496986
284	0.7210470696
285	0.7202886037
286	0.7196350483
287	0.7193949758
288	0.7182264242
289	0.7174107245
290	0.7167176268
291	0.7160010164
292	0.7148677826
293	0.7141794697
294	0.7125970019
295	0.7117361882
296	0.7113263811
297	0.710797092
298	0.7100904805
299	0.7093932104
300	0.7082715078
301	0.7078068046
302	0.7075370805
303	0.7065954169
304	0.7056798944
305	0.7048619338
306	0.704246886
307	0.7038336067
308	0.7031583384
309	0.7023086451
310	0.701460655
311	0.7010052327
312	0.6999920086
313	0.6992063164
314	0.6983668885
315	0.6980554845
316	0.6975929685
317	0.6970090289
318	0.6958038718
319	0.6952095433
320	0.6945961601
321	0.6939140669
322	0.6924394972
323	0.6915111613
324	0.6908349797
325	0.6899646902
326	0.6888578004
327	0.6879278706
328	0.6871426326
329	0.6862340971
330	0.6853757604
331	0.6842782944
332	0.6836822429
333	0.6824128849
334	0.6819053198
335	0.6806416663
336	0.6802615137
337	0.6793776916
338	0.678367942
339	0.677171771
340	0.6762043472
341	0.6755665092
342	0.6746575304
343	0.6742961425
344	0.6733759223
345	0.6719958699
346	0.6713478965
347	0.670640802
348	0.6700804829
349	0.6693511847
350	0.6684719807
351	0.6673103392
352	0.6667384471
353	0.665730821
354	0.6654313812
355	0.6642747345
356	0.6637309733
357	0.662908248
358	0.6618340568
359	0.6611678823
360	0.6606218263
361	0.6600415486
362	0.6587947618
363	0.6583525544
364	0.657381757
365	0.6567643075
366	0.6561208822
367	0.6555812978
368	0.6551536438
369	0.6544317849
370	0.6539424293
371	0.6533147957
372	0.6529487908
373	0.6519894311
374	0.6509764678
375	0.6503244329
376	0.6491846402
377	0.6483703732
378	0.6476311833
379	0.6474294542
380	0.6461488314
381	0.6457275142
382	0.6448085514
383	0.6441297294
384	0.6435209271
385	0.6431518128
386	0.6423906701
387	0.6420750229
388	0.6413573358
389	0.6405793893
390	0.6398465094
391	0.6394996683
392	0.638573024
393	0.6382603669
394	0.6377616492
395	0.6367287427
396	0.6363252114
397	0.6359099653
398	0.6356863614
399	0.634966521
400	0.6346102619
401	0.6338998886
402	0.6331984784
403	0.6325169742
404	0.6315265282
405	0.6308507777
406	0.6299916914
407	0.6293999354
408	0.6288110309
409	0.628513649
410	0.6272920713
411	0.6266612527
412	0.6260042475
413	0.6254571061
414	0.6249064673
415	0.6236447709
416	0.6232787664
417	0.6230935467
418	0.6222137813
419	0.6217827732
420	0.6215328273
421	0.6211383434
422	0.620835356
423	0.6197165178
424	0.6193008189
425	0.6190645477
426	0.6186137277
427	0.6181568192
428	0.6179633691
429	0.6174912481
430	0.6169518895
431	0.6164089603
432	0.6155669227
433	0.6152949754
434	0.6149136397
435	0.6144600551
436	0.6136721968
437	0.6124793843
438	0.6117904424
439	0.6108263429
440	0.6098212997
441	0.6087087446
442	0.6084441413
443	0.6080215643
444	0.6078015041
445	0.6074987614
446	0.6067074164
447	0.6061300319
448	0.6055556114
449	0.6050094228
450	0.6044349389
451	0.6035028341
452	0.6025628082
453	0.601640801
454	0.6007758645
455	0.5998955991
456	0.5991159637
457	0.5986422641
458	0.5976868216
459	0.5971211325
460	0.5965634817
461	0.5961242499
462	0.5952813021
463	0.5948265895
464	0.5942333694
465	0.5934440582
466	0.5928358906
467	0.59207337
468	0.5917237936
469	0.5911652636
470	0.5907220196
471	0.5903139006
472	0.589375579
473	0.5885925149
474	0.5878152702
475	0.587650344
476	0.5872514434
477	0.5863020106
478	0.5860415323
479	0.5848009498
480	0.5843466819
481	0.5838579482
482	0.5826927095
483	0.5822182848
484	0.5817221285
485	0.5813728402
486	0.5809019675
487	0.5798932082
488	0.5788399202
489	0.578256096
490	0.5777573985
491	0.5770533672
492	0.5764673594
493	0.5757509247
494	0.5749347744
495	0.5740355036
496	0.5735179493
497	0.573199859
498	0.5720736807
499	0.571659271
500	0.5709544478
501	0.5703583889
502	0.5694984946
503	0.5691465988
504	0.5682725853
505	0.5677747418
506	0.5670415899
507	0.5660820111
508	0.5654599213
509	0.5650103982
510	0.5639033337
511	0.5634109327
512	0.5629011584
513	0.5625298405
514	0.5621967837
515	0.5614089916
516	0.5603948426
517	0.5595127696
518	0.5587984552
519	0.5585452591
520	0.5580504194
521	0.5579451173
522	0.5569811039
523	0.5560655852
524	0.5555387508
525	0.554686803
526	0.5540619045
527	0.5533941772
528	0.5528381246
529	0.5524151578
530	0.5518018837
531	0.551547349
532	0.5511422845
533	0.5500579149
534	0.5490691562
535	0.5485539156
536	0.5483081
537	0.5480366978
538	0.5477098696
539	0.546970555
540	0.5462378649
541	0.5458866809
542	0.5448566557
543	0.5445414252
544	0.5440954247
545	0.5435085307
546	0.5423170163
547	0.5413629064
548	0.540888686
549	0.5403212481
550	0.5400537039
551	0.5395062368
552	0.5390410651
553	0.5386637805
554	0.5384258521
555	0.5381112992
556	0.5373691469
557	0.5371897224
558	0.5366575297
559	0.5361772463
560	0.5354497982
561	0.5351992844
562	0.5346868711
563	0.5341649164
564	0.5333941473
565	0.5329289154
566	0.5324983461
567	0.5320964536
568	0.5316935092
569	0.5304410387
570	0.5301137874
571	0.5296801596
572	0.5290688171
573	0.5285812633
574	0.5282591263
575	0.5274547174
576	0.5269206656
577	0.5264712528
578	0.5260129356
579	0.5255857284
580	0.5250886942
581	0.5247383549
582	0.5242108832
583	0.5238537442
584	0.5234376069
585	0.5230820486
586	0.5226697426
587	0.5219458648
588	0.5212789534
589	0.5206338214
590	0.5200116065
591	0.519009802
592	0.5185493424
593	0.5181805442
594	0.5174432914
595	0.5170105252
596	0.51629921
597	0.5154463239
598	0.5151347198
599	0.5149099561
600	0.5142809603
601	0.5135372864
602	0.5128232566
603	0.5123849911
604	0.5118768004
605	0.5114677695
606	0.5111990749
607	0.5107096155
608	0.5102089913
609	0.5095435511
610	0.508960759
611	0.5087461596
612	0.5083321451
613	0.5077173743
614	0.5070884303
615	0.5066388043
616	0.5061029834
617	0.5057480517
618	0.5053599587
619	0.5049445509
620	0.5047986529
621	0.5043691961
622	0.5041178324
623	0.5036192185
624	0.5032547631
625	0.5027565073
626	0.5021341258
627	0.5015898881
628	0.5011475419
629	0.5007742064
630	0.5001510788
631	0.4995102445
632	0.4991192358
633	0.49867466
634	0.4979970712
635	0.4977138148
636	0.4971790308
637	0.4968115622
638	0.4960688207
639	0.4954641731
640	0.4948956903
641	0.4941909991
642	0.493587246
643	0.4931586553
644	0.4926363283
645	0.4924977529
646	0.4917446154
647	0.4913631149
648	0.4909370812
649	0.490502012
650	0.4898004372
651	0.4896445214
652	0.4890622029
653	0.4885916905
654	0.4882015415
655	0.4878523241
656	0.4875311782
657	0.4870668222
658	0.4866588436
659	0.4860387523
660	0.485548091
661	0.4850805008
662	0.4846900068
663	0.4842883431
664	0.4840791607
665	0.4837078349
666	0.4834032064
667	0.4827437729
668	0.481934099
669	0.4813893441
670	0.4810355125
671	0.4805471413
672	0.4798850829
673	0.4793762922
674	0.4790138043
675	0.4785004044
676	0.4779480486
677	0.4774648141
678	0.4769478461
679	0.4764801257
680	0.4761229104
681	0.47511913
682	0.4745896706
683	0.4739622925
684	0.4735331452
685	0.4730647963
686	0.4726805843
687	0.4719168442
688	0.4714908992
689	0.4710157089
690	0.4708351418
691	0.4704078217
692	0.470181742
693	0.4694987462
694	0.4688284269
695	0.4682992268
696	0.4681483073
697	0.4678501561
698	0.4676532305
699	0.4674527465
700	0.4663772426
701	0.466037259
702	0.4655608993
703	0.4651344806
704	0.464720738
705	0.4641836852
706	0.4640189483
707	0.4634583968
708	0.4632289787
709	0.462433222
710	0.4621930622
711	0.4617660065
712	0.4614326552
713	0.4609104045
714	0.4606290062
715	0.4601507181
716	0.4594985795
717	0.4590598782
718	0.4584456325
719	0.4581341691
720	0.4576618888
721	0.4569627417
722	0.4564747009
723	0.455932836
724	0.4553422143
725	0.4549383705
726	0.4543484981
727	0.4539720064
728	0.4533917814
729	0.4528954081
730	0.4519037782
731	0.4514634527
732	0.4510265262
733	0.450560527
734	0.4498716772
735	0.4495208751
736	0.4485275101
737	0.4480591079
738	0.4477646495
739	0.4476339346
740	0.4471897673
741	0.4468382118
742	0.4462434597
743	0.4459838948
744	0.4455454384
745	0.4450634156
746	0.4443012745
747	0.4440974069
748	0.4435905625
749	0.4432406799
750	0.4427980551
751	0.4421152495
752	0.4419133958
753	0.4412924893
754	0.4406685417
755	0.4402215105
756	0.4397415697
757	0.4393721943
758	0.4391507478
759	0.4385348338
760	0.4380123994
761	0.4376675334
762	0.4374055231
763	0.4368836492
764	0.4362333219
765	0.4355460329
766	0.4349243981
767	0.4342835719
768	0.4338565882
769	0.4336497881
770	0.4331011614
771	0.4328757943
772	0.4325797165
773	0.4318814606
774	0.4316747905
775	0.4313710883
776	0.4309876616
777	0.4307032308
778	0.4300841859
779	0.4294487668
780	0.4289408509
781	0.4287605476
782	0.428008485
783	0.4275814637
784	0.4271567918
785	0.4260975193
786	0.4257262222
787	0.4253157989
788	0.4250084166
789	0.4247153643
790	0.4243312659
791	0.4237732286
792	0.4235340623
793	0.4233872077
794	0.4231188892
795	0.4224238482
796	0.422015826
797	0.4215851937
798	0.4210927048
799	0.4209368629
800	0.4205185542
801	0.4200708467
802	0.4197471211
803	0.4194781251
804	0.4189004859
805	0.4183269606
806	0.4179316187
807	0.4175820901
808	0.4171199773
809	0.416881042
810	0.4164820636
811	0.416195662
812	0.4158504043
813	0.4155606305
814	0.4150193247
815	0.4145559907
816	0.4141340361
817	0.4139774022
818	0.4135214537
819	0.4129806972
820	0.4125781761
821	0.412281384
822	0.4117772821
823	0.4113905679
824	0.4111321888
825	0.4107743161
826	0.4104811392
827	0.41028786
828	0.4099837803
829	0.409537883
830	0.4093099277
831	0.4090171014
832	0.4088457434
833	0.408644769
834	0.4079906455
835	0.407791155
836	0.4073606296
837	0.4067742433
838	0.4065367637
839	0.406329551
840	0.4059765094
841	0.4056961211
842	0.4053525685
843	0.4046842554
844	0.4041878727
845	0.4039535213
846	0.4034126215
847	0.4031305844
848	0.4027985564
849	0.4026130864
850	0.4021876749
851	0.4017036348
852	0.4013151576
853	0.4009496112
854	0.4005869738
855	0.3999526715
856	0.3995531601
857	0.3990302519
858	0.3986102061
859	0.3983974993
860	0.3980719231
861	0.3975117237
862	0.3970907407
863	0.3968926702
864	0.3966078271
865	0.3963077096
866	0.3959946389
867	0.3956177863
868	0.395172518
869	0.3946669745
870	0.3943064983
871	0.3938252985
872	0.3932138381
873	0.3929062823
874	0.3926531395
875	0.3923404895
876	0.3921821698
877	0.3919857505
878	0.3917823794
879	0.3915318073
880	0.3908042408
881	0.3904591713
882	0.3899920745
883	0.3895662433
884	0.3892653861
885	0.3889062724
886	0.3884976926
887	0.3880002412
888	0.3876114379
889	0.3871543208
890	0.3868874709
891	0.3867390143
892	0.386402283
893	0.3861540904
894	0.3856124247
895	0.3853977823
896	0.3852451366
897	0.3849811207
898	0.3844124862
899	0.383867929
900	0.3833746879
901	0.3832369516
902	0.3826871871
903	0.3824763879
904	0.3821235765
905	0.3818686847
906	0.3816445778
907	0.3812147731
908	0.380868507
909	0.3805928618
910	0.3802872051
911	0.3799112623
912	0.3794955119
913	0.3790537944
914	0.3787762688
915	0.3784646527
916	0.3779519867
917	0.3775271734
918	0.3773108968
919	0.3770166921
920	0.3768280302
921	0.3764458794
922	0.3758410553
923	0.375619713
924	0.3753495469
925	0.3751142927
926	0.3747204608
927	0.3744724023
928	0.3741626556
929	0.3739403266
930	0.3737116355
931	0.3735084924
932	0.3731508395
933	0.3728775233
934	0.3726477647
935	0.3721514719
936	0.3718276644
937	0.3714770255
938	0.3712684914
939	0.3708223472
940	0.3705942538
941	0.3702928783
942	0.3701772968
943	0.3699524118
944	0.3696717786
945	0.3694435941
946	0.3689874921
947	0.3685484822
948	0.3681125515
949	0.3679362289
950	0.3672605585
951	0.3670884748
952	0.366770298
953	0.3663464415
954	0.3659579034
955	0.365787622
956	0.3655325411
957	0.3652684415
958	0.3651204063
959	0.364744227
960	0.3644356395
961	0.3643108852
962	0.3638277515
963	0.3634186595
964	0.3632178318
965	0.3628911345
966	0.362465757
967	0.3622049548
968	0.3618204255
969	0.3615561811
970	0.3612138835
971	0.3608651856
972	0.3602229044
973	0.3599926641
974	0.3597701582
975	0.3594351592
976	0.3591188174
977	0.3588153152
978	0.3586874559
979	0.3584140299
980	0.3580873283
981	0.357961723
982	0.3577037932
983	0.3573699065
984	0.3572351258
985	0.3568771163
986	0.3567158814
987	0.3564697741
988	0.3561649656
989	0.3560061742
990	0.3558425647
991	0.3555133725
992	0.3552396941
993	0.3549779167
994	0.3545813975
995	0.3542711036
996	0.3539922831
997	0.3535163638
998	0.3533000132
999	0.3530753539
