iter	Passed	Remaining
240	3262	10274
241	3277	10265
242	3289	10248
243	3302	10232
244	3314	10215
245	3326	10197
246	3339	10179
247	3350	10158
248	3361	10138
249	3374	10124
250	3387	10107
251	3400	10092
252	3413	10077
253	3424	10058
254	3437	10042
255	3449	10024
256	3461	10008
257	3475	9996
258	3487	9978
259	3500	9963
260	3513	9946
261	3525	9929
262	3537	9913
263	3549	9895
264	3561	9877
265	3573	9861
266	3590	9856
267	3604	9844
268	3616	9828
269	3629	9812
270	3641	9796
271	3655	9784
272	3672	9780
273	3686	9768
274	3703	9763
275	3715	9747
276	3727	9728
277	3739	9712
278	3752	9698
279	3764	9680
280	3776	9662
281	3788	9646
282	3801	9632
283	3814	9617
284	3826	9600
285	3840	9587
286	3853	9574
287	3866	9559
288	3879	9544
289	3892	9529
290	3905	9514
291	3933	9536
292	3945	9519
293	3957	9503
294	3971	9492
295	3985	9478
296	3998	9463
297	4014	9456
298	4027	9443
299	4040	9427
300	4053	9412
301	4068	9403
302	4083	9392
303	4098	9383
304	4113	9373
305	4129	9364
306	4142	9350
307	4153	9332
308	4168	9321
309	4184	9314
310	4198	9302
311	4215	9294
312	4235	9297
313	4252	9290
314	4270	9285
315	4290	9285
316	4304	9273
317	4319	9263
318	4337	9259
319	4352	9248
320	4368	9241
321	4384	9231
322	4397	9217
323	4412	9206
324	4426	9193
325	4443	9186
326	4455	9170
327	4468	9154
328	4481	9140
329	4496	9128
330	4510	9116
331	4524	9103
332	4537	9088
333	4551	9076
334	4564	9061
335	4578	9048
336	4593	9037
337	4607	9024
338	4620	9009
339	4635	8998
340	4650	8987
341	4672	8989
342	4688	8981
343	4701	8966
344	4714	8949
345	4727	8935
346	4741	8923
347	4756	8911
348	4769	8896
349	4781	8879
350	4795	8867
351	4809	8854
352	4823	8840
353	4836	8826
354	4850	8812
355	4866	8802
356	4878	8786
357	4890	8770
358	4903	8755
359	4918	8743
360	4931	8729
361	4944	8713
362	4959	8703
363	4972	8688
364	4985	8672
365	4998	8658
366	5011	8644
367	5023	8628
368	5036	8612
369	5049	8597
370	5061	8581
371	5077	8571
372	5090	8557
373	5103	8542
374	5115	8526
375	5130	8514
376	5145	8502
377	5158	8487
378	5173	8477
379	5186	8461
380	5200	8448
381	5212	8433
382	5226	8419
383	5239	8405
384	5252	8390
385	5266	8377
386	5279	8362
387	5293	8349
388	5306	8334
389	5318	8318
390	5330	8302
391	5343	8287
392	5357	8275
393	5368	8257
394	5385	8248
395	5399	8235
396	5412	8221
397	5426	8208
398	5441	8196
399	5456	8185
400	5469	8169
401	5486	8161
402	5499	8147
403	5511	8130
404	5526	8118
405	5540	8106
406	5556	8096
407	5571	8084
408	5586	8072
409	5601	8061
410	5615	8047
411	5631	8037
412	5644	8023
413	5658	8009
414	5672	7996
415	5687	7984
416	5702	7972
417	5716	7959
418	5729	7945
419	5742	7929
420	5756	7916
421	5770	7903
422	5784	7890
423	5798	7876
424	5812	7863
425	5824	7847
426	5838	7834
427	5852	7821
428	5867	7809
429	5880	7795
430	5892	7779
431	5908	7768
432	5921	7754
433	5935	7740
434	5949	7727
435	5962	7713
436	5975	7699
437	5988	7683
438	6002	7670
439	6016	7657
440	6029	7643
441	6044	7631
442	6058	7617
443	6070	7602
444	6083	7587
445	6097	7574
446	6110	7559
447	6125	7547
448	6137	7531
449	6150	7517
450	6165	7505
451	6180	7493
452	6195	7480
453	6208	7466
454	6223	7454
455	6236	7440
456	6249	7426
457	6264	7414
458	6279	7401
459	6292	7387
460	6305	7371
461	6316	7355
462	6331	7342
463	6345	7330
464	6359	7316
465	6372	7302
466	6385	7288
467	6398	7273
468	6412	7260
469	6426	7246
470	6443	7236
471	6456	7222
472	6470	7209
473	6483	7195
474	6496	7180
475	6509	7166
476	6522	7151
477	6534	7136
478	6547	7121
479	6561	7108
480	6575	7094
481	6587	7079
482	6599	7064
483	6613	7050
484	6627	7037
485	6645	7028
486	6661	7016
487	6677	7005
488	6691	6993
489	6706	6980
490	6722	6968
491	6735	6954
492	6748	6940
493	6764	6928
494	6778	6915
495	6793	6903
496	6809	6891
497	6823	6878
498	6837	6865
499	6851	6851
500	6867	6840
501	6880	6825
502	6893	6811
503	6908	6798
504	6923	6786
505	6938	6773
506	6952	6760
507	6966	6747
508	6980	6733
509	6992	6718
510	7006	6705
511	7020	6691
512	7034	6678
513	7048	6664
514	7061	6650
515	7075	6636
516	7089	6623
517	7102	6609
518	7118	6596
519	7132	6583
520	7144	6568
521	7156	6553
522	7170	6539
523	7183	6525
524	7197	6512
525	7210	6497
526	7222	6482
527	7235	6468
528	7249	6454
529	7262	6440
530	7274	6425
531	7288	6412
532	7302	6398
533	7315	6384
534	7329	6370
535	7342	6356
536	7354	6341
537	7367	6327
538	7381	6313
539	7394	6299
540	7409	6286
541	7422	6271
542	7435	6257
543	7448	6244
544	7463	6230
545	7476	6216
546	7488	6201
547	7503	6188
548	7516	6174
549	7529	6160
550	7543	6146
551	7556	6132
552	7569	6118
553	7582	6104
554	7596	6090
555	7610	6077
556	7624	6064
557	7639	6051
558	7651	6036
559	7663	6021
560	7676	6007
561	7690	5993
562	7701	5978
563	7715	5964
564	7727	5949
565	7741	5935
566	7753	5920
567	7765	5905
568	7777	5891
569	7790	5876
570	7802	5861
571	7816	5848
572	7828	5833
573	7841	5819
574	7854	5805
575	7865	5789
576	7877	5774
577	7890	5760
578	7902	5745
579	7916	5732
580	7928	5717
581	7940	5703
582	7953	5688
583	7965	5674
584	7977	5659
585	7989	5644
586	8001	5629
587	8015	5616
588	8027	5601
589	8041	5588
590	8054	5573
591	8067	5560
592	8081	5546
593	8094	5532
594	8109	5519
595	8126	5508
596	8139	5494
597	8155	5482
598	8170	5470
599	8184	5456
600	8198	5442
601	8213	5429
602	8227	5416
603	8240	5402
604	8254	5389
605	8269	5376
606	8284	5363
607	8298	5350
608	8310	5335
609	8323	5321
610	8338	5309
611	8352	5295
612	8367	5282
613	8381	5269
614	8394	5255
615	8407	5241
616	8421	5227
617	8436	5214
618	8450	5201
619	8464	5188
620	8477	5174
621	8489	5159
622	8503	5145
623	8517	5132
624	8530	5118
625	8544	5104
626	8559	5091
627	8571	5077
628	8584	5063
629	8600	5050
630	8614	5037
631	8628	5024
632	8642	5010
633	8654	4996
634	8667	4982
635	8680	4968
636	8694	4954
637	8707	4940
638	8720	4926
639	8733	4912
640	8747	4899
641	8762	4886
642	8777	4873
643	8791	4859
644	8804	4845
645	8816	4831
646	8829	4817
647	8843	4803
648	8856	4789
649	8872	4777
650	8885	4763
651	8898	4749
652	8911	4735
653	8924	4721
654	8937	4707
655	8950	4693
656	8965	4680
657	8978	4666
658	8992	4653
659	9006	4639
660	9019	4625
661	9032	4611
662	9044	4597
663	9057	4583
664	9070	4569
665	9086	4556
666	9099	4542
667	9112	4528
668	9125	4515
669	9138	4501
670	9150	4486
671	9162	4472
672	9177	4459
673	9190	4445
674	9204	4431
675	9217	4417
676	9229	4403
677	9241	4389
678	9253	4374
679	9266	4360
680	9278	4346
681	9293	4333
682	9306	4319
683	9319	4305
684	9333	4291
685	9345	4277
686	9356	4262
687	9369	4249
688	9381	4234
689	9397	4221
690	9408	4207
691	9421	4193
692	9433	4178
693	9445	4164
694	9457	4150
695	9470	4136
696	9482	4122
697	9498	4109
698	9513	4096
699	9528	4083
700	9542	4070
701	9556	4056
702	9571	4043
703	9585	4030
704	9600	4017
705	9615	4004
706	9631	3991
707	9643	3977
708	9658	3964
709	9673	3950
710	9686	3937
711	9702	3924
712	9722	3913
713	9738	3900
714	9750	3886
715	9764	3872
716	9779	3859
717	9793	3846
718	9808	3833
719	9822	3819
720	9835	3806
721	9849	3792
722	9863	3778
723	9876	3765
724	9890	3751
725	9902	3737
726	9917	3724
727	9930	3710
728	9945	3697
729	9958	3683
730	9972	3669
731	9985	3655
732	9997	3641
733	10010	3627
734	10027	3615
735	10038	3600
736	10051	3586
737	10063	3572
738	10078	3559
739	10091	3545
740	10105	3532
741	10117	3517
742	10132	3504
743	10146	3491
744	10160	3477
745	10176	3464
746	10190	3451
747	10206	3438
748	10220	3425
749	10235	3411
750	10248	3397
751	10260	3383
752	10274	3370
753	10289	3357
754	10303	3343
755	10317	3329
756	10331	3316
757	10344	3302
758	10357	3288
759	10372	3275
760	10386	3262
761	10399	3248
762	10413	3234
763	10425	3220
764	10440	3207
765	10454	3193
766	10469	3180
767	10483	3166
768	10496	3153
769	10508	3139
770	10522	3125
771	10537	3112
772	10551	3098
773	10566	3085
774	10579	3071
775	10591	3057
776	10605	3043
777	10619	3030
778	10634	3016
779	10646	3002
780	10663	2990
781	10675	2976
782	10689	2962
783	10704	2949
784	10719	2935
785	10733	2922
786	10745	2908
787	10760	2894
788	10773	2881
789	10786	2867
790	10800	2853
791	10813	2840
792	10827	2826
793	10839	2812
794	10853	2798
795	10866	2784
796	10881	2771
797	10896	2758
798	10911	2744
799	10925	2731
800	10940	2718
801	10955	2704
802	10968	2690
803	10982	2677
804	10998	2664
805	11012	2650
806	11025	2636
807	11040	2623
808	11054	2609
809	11069	2596
810	11082	2582
811	11096	2569
812	11111	2555
813	11125	2542
814	11137	2528
815	11150	2514
816	11163	2500
817	11175	2486
818	11193	2473
819	11209	2460
820	11221	2446
821	11233	2432
822	11246	2418
823	11259	2405
824	11272	2391
825	11286	2377
826	11298	2363
827	11312	2349
828	11324	2335
829	11338	2322
830	11351	2308
831	11364	2294
832	11377	2280
833	11390	2267
834	11405	2253
835	11418	2239
836	11429	2225
837	11443	2212
838	11457	2198
839	11470	2184
840	11483	2171
841	11497	2157
842	11510	2143
843	11523	2129
844	11536	2116
845	11548	2102
846	11560	2088
847	11573	2074
848	11586	2060
849	11597	2046
850	11611	2032
851	11623	2019
852	11636	2005
853	11649	1991
854	11661	1977
855	11673	1963
856	11686	1950
857	11699	1936
858	11714	1922
859	11728	1909
860	11741	1895
861	11754	1881
862	11767	1868
863	11779	1854
864	11790	1840
865	11803	1826
866	11817	1812
867	11832	1799
868	11845	1785
869	11857	1771
870	11870	1758
871	11883	1744
872	11896	1730
873	11908	1716
874	11921	1703
875	11935	1689
876	11947	1675
877	11959	1661
878	11971	1647
879	11985	1634
880	11998	1620
881	12011	1606
882	12023	1593
883	12036	1579
884	12049	1565
885	12062	1552
886	12074	1538
887	12086	1524
888	12099	1510
889	12113	1497
890	12124	1483
891	12138	1469
892	12151	1456
893	12165	1442
894	12178	1428
895	12191	1415
896	12204	1401
897	12218	1387
898	12232	1374
899	12246	1360
900	12263	1347
901	12278	1334
902	12294	1320
903	12309	1307
904	12325	1293
905	12339	1280
906	12354	1266
907	12367	1253
908	12381	1239
909	12394	1225
910	12409	1212
911	12423	1198
912	12439	1185
913	12453	1171
914	12467	1158
915	12482	1144
916	12495	1131
917	12509	1117
918	12523	1103
919	12536	1090
920	12547	1076
921	12563	1062
922	12579	1049
923	12593	1035
924	12607	1022
925	12621	1008
926	12633	994
927	12646	981
928	12661	967
929	12675	954
930	12689	940
931	12703	926
932	12716	913
933	12732	899
934	12745	886
935	12759	872
936	12773	858
937	12788	845
938	12802	831
939	12815	818
940	12828	804
941	12841	790
942	12855	777
943	12869	763
944	12884	749
945	12896	736
946	12910	722
947	12923	708
948	12937	695
949	12952	681
950	12966	668
951	12978	654
952	12994	640
953	13006	627
954	13020	613
955	13034	599
956	13048	586
957	13061	572
958	13073	558
959	13087	545
960	13100	531
961	13114	518
962	13129	504
963	13142	490
964	13154	477
965	13168	463
966	13182	449
967	13197	436
968	13211	422
969	13224	409
970	13236	395
971	13250	381
972	13265	368
973	13279	354
974	13292	340
975	13306	327
976	13317	313
977	13331	299
978	13343	286
979	13356	272
980	13368	258
981	13380	245
982	13393	231
983	13406	217
984	13418	204
985	13431	190
986	13445	177
987	13459	163
988	13471	149
989	13483	136
990	13496	122
991	13508	108
992	13523	95
993	13535	81
994	13548	68
995	13561	54
996	13575	40
997	13588	27
998	13600	13
999	13614	0
